publicationYear,citation,uri,row_id
2009,[2009] EWCA Crim 945,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/945,4471
2023,[2023] EWCA Crim 232,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/232,5366
2008,[2008] EWCA Crim 50,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/50,780
2009,[2009] EWCA Crim 819,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/819,1013
2023,[2023] EWCA Crim 1295,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1295,4842
2008,[2008] EWCA Crim 594,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/594,3797
2009,[2009] EWCA Crim 2856,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/2856,3851
2023,[2023] EWCA Crim 1656,https://caselaw.nationalarchives.gov.uk/ewca/crim/2023/1656,3037
2008,[2008] EWCA Crim 3258,https://caselaw.nationalarchives.gov.uk/ewca/crim/2008/3258,3893
2009,[2009] EWCA Crim 1944,https://caselaw.nationalarchives.gov.uk/ewca/crim/2009/1944,3888
